Localidad,Provincia,Auto_año,Tipo_de_auto,Marca,Modelo
Capital federal,Ciudad Autónoma de Bs.As.,2005,Rural 5 ptas,Fiat,Palio
Cosquin,Córdoba,2016,Rural 5 puertas,Ford,Ecosport
Malvinas argentinas,Buenos Aires,2003,Rural 5 ptas,Volkswagen,Gol
Moreno,Buenos Aires,2010,Rural 5 ptas,Ford,Ecosport
Capital federal,Ciudad Autónoma de Bs.As.,2018,Rural 5 puertas,Jeep,Renegade
Capital federal,Ciudad Autónoma de Bs.As.,2005,Rural 5 ptas,Peugeot,206
Esteban echeverria,Buenos Aires,2004,Rural 5 ptas,Volkswagen,Gol
Pilar,Buenos Aires,2012,Rural 5 ptas,Renault,Duster
Cordoba,Córdoba,2011,Rural 5 puertas,Volkswagen,Gol
Avellaneda,Buenos Aires,2017,Rural 5 puertas,Jeep,Renegade
La matanza,Buenos Aires,2018,Rural 5 puertas,Ford,Ecosport
San martin,Buenos Aires,2018,Rural 5 puertas,Ford,Ecosport
Moreno,Buenos Aires,2008,Rural 5 ptas,Ford,Ecosport
Moreno,Buenos Aires,2010,Rural 5 ptas,Peugeot,207
Rosario,Santa Fe,1996,Sedan 4 puertas,Chevrolet,Corsa
Tucuman,Tucumán,2009,Sedan 4 ptas,Renault,Logan
Rosario,Santa Fe,2008,Sedan 4 ptas,Chevrolet,Corsa
Mendoza,Mendoza,2009,Sedan 4 ptas,Chevrolet,Aveo
Rosario,Santa Fe,2013,Sedan 4 puertas,Chevrolet,Cruze
San salvador de jujuy,Jujuy,2019,Sedan 4 puertas,Chevrolet,Prisma
Villa gobernador gálvez,Santa Fe,2008,Sedan 4 ptas,Volkswagen,Bora
Mendoza,Mendoza,2008,Sedan 4 ptas,Volkswagen,Bora
Santa fe,Santa Fe,2010,Sedan 4 puertas,Peugeot,207
Villa gobernador gálvez,Santa Fe,2011,Sedan 4 puertas,Volkswagen,Voyage
Rosario,Santa Fe,2005,Sedan 4 ptas,Fiat,Siena
Rosario,Santa Fe,2018,Sedan 4 puertas,Peugeot,301
Comodoro rivadavia,Chubut,2014,Sedan 4 puertas,Fiat,Grand
Villa gobernador gálvez,Santa Fe,2015,Sedan 4 puertas,Chevrolet,Sonic
Rosario,Santa Fe,2004,Sedan 4 ptas,Fiat,Siena
Esquel,Chubut,2012,Sedan 4 ptas,Bmw,320
Concepcion del uruguay,Entre Ríos,2009,Sedan 4 puertas,Ford,Fiesta
Mendoza,Mendoza,1998,Sedan 4 ptas,Volkswagen,Passat
Santo tome,Santa Fe,1996,Sedan 4 ptas,Volkswagen,Passat
Concordia,Entre Ríos,2004,Sedan 4 puertas,Toyota,Corolla
Rosario,Santa Fe,2011,Sedan 4 ptas,Chevrolet,Classic
Neuquen,Neuquén,2016,Sedan 4 puertas,Chevrolet,Cruze
San lorenzo,Santa Fe,2008,Sedan 4 ptas,Volkswagen,Bora
Pico truncado,Santa Cruz,2016,Sedan 4 puertas,Toyota,Corolla
San luis,San Luis,2011,Sedan 4 ptas,Renault,Logan
Rio grande,Tierra del Fuego,2011,Sedan 4 ptas,Volkswagen,Voyage
Rawso,Chubut,2013,Sedan 4 puertas,Toyota,Corolla
Cipolletti,Río Negro,2011,Sedan 4 ptas,Volkswagen,Voyage
Mendoza,Mendoza,2011,Sedan 4 ptas,Chevrolet,Vectra
Mendoza,Mendoza,2012,Sedan 4 ptas,Volkswagen,Voyage
Pico truncado,Santa Cruz,2017,Sedan 4 puertas,Ford,Mondeo
Posadas,Misiones,2019,Sedan 4 puertas,Volkswagen,Voyage
Maipú,Mendoza,2008,Sedan 4 ptas,Volkswagen,Bora
Mendoza,Mendoza,2013,Sedan 4 puertas,Chevrolet,Cobalt
Maipu,Mendoza,2006,Sedan 4 puertas,Chevrolet,Astra
Mendoza,Mendoza,2007,Sedan 4 ptas,Volkswagen,Bora
Maipu nº 1- mendoza,Mendoza,2006,Sedan 4 puertas,Renault,Megane
General san martin,Mendoza,2006,Sedan 4 puertas,Chevrolet,Astra
Neuquen,Neuquén,2015,Sedan 4 puertas,Renault,Nuevo
San carlos centro,Santa Fe,2012,Sedan 4 ptas,Fiat,Linea
San lorenzo,Santa Fe,2008,Sedan 4 ptas,Fiat,Siena
Santa fe,Santa Fe,1999,Sedan 4 ptas,Mitsubishi,Lancer
Rosario,Santa Fe,2013,Sedan 4 puertas,Renault,Logan
Rosario,Santa Fe,2000,Sedan 4 ptas,Chevrolet,Astra
Rosario,Santa Fe,2008,Sedan 4 ptas,Fiat,Siena
Rosario,Santa Fe,2003,Sedan 4 ptas,Fiat,Siena
Rosario,Santa Fe,2007,Sedan 4 ptas,Fiat,Siena
Rosario,Santa Fe,2007,Sedan 4 puertas,Chevrolet,Corsa
Rosario,Santa Fe,1998,Sedan 4 ptas,Chevrolet,Corsa
Rosario,Santa Fe,1996,Sedan 4 ptas,Volkwagen,Golf
Rosario,Santa Fe,1996,Sedan 4 puertas,Seat,Cordoba
Firmat,Santa Fe,2012,Sedan 4 puertas,Renault,Logan
Mendoza,Mendoza,2021,Sedan 4 puertas,Nissan,Versa
Rosario,Santa Fe,2000,Sedan 4 ptas,Toyota,Corona
Rosario,Santa Fe,2013,Sedan 4 puertas,Volkswagen,Voyage
Adrogue,Buenos Aires,2008,Sedan 4 ptas,Renault,Logan
Lomas de zamora,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Bora
La matanza,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Volkswagen
La matanza,Buenos Aires,2021,Sedan 4 puertas,Volkswagen,Virtus
Tres de febrero,Buenos Aires,2006,Sedan 4 ptas,Fiat,Siena
San isidro,Buenos Aires,2018,Sedan 4 puertas,Chevrolet,Prisma
La matanza,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Voyage
America,Buenos Aires,2012,Sedan 4 ptas,Toyota,Corolla
Avellaneda,Buenos Aires,2012,Sedan 4 ptas,Chevrolet,Classic
La plata,Buenos Aires,2021,Sedan 4 puertas,Chevrolet,Onix
Lomas de zamora,Buenos Aires,2003,Sedan 4 ptas,Chevrolet,Vectra
La matanza,Buenos Aires,2018,Sedan 4 puertas,Chevrolet,Prisma
San isidro,Buenos Aires,2008,Sedan 4 ptas,Alfa romeo,159
Lomas de zamora,Buenos Aires,2009,Sedan 4 puertas,Volkswagen,Bora
Tres de febrero,Buenos Aires,2007,Sedan 4 ptas,Renault,Megane
Adrogue,Buenos Aires,1994,Sedan 4 puertas,Peugeot,405
Avellaneda,Buenos Aires,2013,Sedan 4 ptas,Peugeot,508
La matanza,Buenos Aires,2008,Sedan 4 ptas,Volkswagen,Volkswagen
Tres de febrero,Buenos Aires,2005,Sedan 4 ptas,Fiat,Siena
La matanza,Buenos Aires,2013,Sedan 4 ptas,Chevrolet,Cruze
La matanza,Buenos Aires,2011,Sedan 4 ptas,Chevrolet,Classic
Florencio varela,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Volkswagen
Florencio varela,Buenos Aires,2014,Sedan 4 puertas,Volkswagen,Voyage
Tres de febrero,Buenos Aires,2009,Sedan 4 ptas,Volkswagen,Volkswagen
Adrogue,Buenos Aires,1997,Sedan 2 puertas,Fiat,Uno
Hurlingham nº 2 (ex. moron nº 10),Buenos Aires,2004,Sedan 4 ptas,Volkswagen,Santana
Lomas de zamora,Buenos Aires,1998,Sedan 4 puertas,Chevrolet,Corsa
Hurlingham nº 2 (ex. moron nº 10),Buenos Aires,2010,Sedan 4 puertas,Chevrolet,Aveo
Florencio varela,Buenos Aires,2010,Sedan 4 puertas,Peugeot,207
Tres de febrero,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Voyage
San isidro,Buenos Aires,2014,Sedan 4 puertas,Renault,Nuevo
General madariaga,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Volkswagen
Tres de febrero,Buenos Aires,2014,Sedan 4 puertas,Chevrolet,Prisma
Malvinas argentinas nº 1 (ex. san miguel nro. 4),Buenos Aires,1999,Sedan 4 puertas,Honda,Civic
Lomas de zamora,Buenos Aires,2021,Sedan 4 puertas,Volkswagen,Virtus
Merlo,Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Bora
Quilmes,Buenos Aires,2011,Sedan 4 ptas,Peugeot,207
Lanus,Buenos Aires,2006,Sedan 4 ptas,Ford,Fiesta
Lanus,Buenos Aires,1998,Sedan 4 puertas,Mitsubishi,Lancer
Adrogue,Buenos Aires,2000,Sedan 4 ptas,Ford,Focus
Mar del plata,Buenos Aires,2012,Sedan 4 ptas,Mercedes benz,E250
Malvinas argentinas nº 2 (ex. san miguel nro. 5),Buenos Aires,2016,Sedan 4 puertas,Fiat,Grand
La plata,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Voyage
Lomas de zamora,Buenos Aires,2017,Sedan 4 puertas,Chevrolet,Prisma
La plata,Buenos Aires,2000,Sedan 4 ptas,Renault,Clio
Adrogue,Buenos Aires,2018,Sedan 4 puertas,Volkswagen,Virtus
Tres de febrero,Buenos Aires,2011,Sedan 4 ptas,Chevrolet,Prisma
La plata,Buenos Aires,2009,Sedan 4 ptas,Volkswagen,Bora
La matanza,Buenos Aires,2010,Sedan 4 ptas,Renault,Logan
La plata,Buenos Aires,2017,Sedan 4 puertas,Fiat,Siena
Tres de febrero,Buenos Aires,2011,Sedan 4 ptas,Peugeot,207
Tres de febrero,Buenos Aires,1996,Sedan 4 ptas,Volkswagen,Polo
La matanza,Buenos Aires,2008,Sedan 4 ptas,Fiat,Siena
Lanus,Buenos Aires,2009,Sedan 4 ptas,Chevrolet,Corsa
Lomas de zamora,Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Bora
La matanza,Buenos Aires,2001,Sedan 4 ptas,Bmw,325
Tres de febrero,Buenos Aires,2014,Sedan 4 puertas,Volkswagen,Voyage
Lomas de zamora,Buenos Aires,2010,Sedan 4 ptas,Chevrolet,Astra
Moron,Buenos Aires,2012,Sedan 4 puertas,Volkswagen,Voyage
Quilmes,Buenos Aires,2012,Sedan 4 ptas,Audi,A4
La matanza,Buenos Aires,2018,Sedan 4 puertas,Ford,Ka
Lomas de zamora,Buenos Aires,2011,Sedan 4 ptas,Chevrolet,Aveo
La matanza,Buenos Aires,2006,Sedan 4 puertas,Peugeot,407
Lomas de zamora,Buenos Aires,2009,Sedan 4 ptas,Fiat,Siena
Berazategui,Buenos Aires,2008,Sedan 4 ptas,Volkswagen,Bora
Lomas de zamora,Buenos Aires,2020,Sedan 4 puertas,Toyota,Corolla
Berazategui,Buenos Aires,1997,Sedan 4 ptas,Chevrolet,Corsa
Berazategui,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Voyage
Municipio urbano de la costa,Buenos Aires,2003,Sedan 4 ptas,Honda,Civic
Hurlingham nº 1 (ex. moron nº 4),Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Bora
Lomas de zamora,Buenos Aires,2010,Sedan 4 ptas,Honda,City
La matanza,Buenos Aires,2014,Sedan 4 puertas,Chevrolet,Sonic
San martin,Buenos Aires,2007,Sedan 4 puertas,Audi,A4
Olivos,Buenos Aires,2005,Sedan 4 puertas,Volkswagen,Passat
San martin,Buenos Aires,2015,Sedan 4 puertas,Chevrolet,Prisma
La matanza,Buenos Aires,2006,Sedan 4 ptas,Volkswagen,Bora
La matanza,Buenos Aires,2006,Sedan 4 ptas,Volkswagen,Volkswagen
San miguel,Buenos Aires,2010,Sedan 4 ptas,Ford,Fiesta
La matanza,Buenos Aires,2009,Sedan 4 puertas,Renault,Logan
San miguel,Buenos Aires,2007,Sedan 4 puertas,Volkswagen,Volkswagen
Moreno,Buenos Aires,1998,Sedan 4 ptas,Chevrolet,Vectra
San martin,Buenos Aires,1999,Sedan 4 ptas,Fiat,Marea
Tres de febrero,Buenos Aires,2010,Sedan 4 ptas,Renault,Logan
Moreno,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Volkswagen
La matanza,Buenos Aires,1997,Sedan 4 ptas,Chevrolet,Corsa
Moron,Buenos Aires,2010,Sedan 4 ptas,Volkswagen,Bora
San martin,Buenos Aires,2007,Sedan 4 ptas,Renault,Megane
La matanza,Buenos Aires,1996,Sedan 5 puertas,Chevrolet,Corsa
Moron,Buenos Aires,2011,Sedan 4 ptas,Peugeot,207
La matanza,Buenos Aires,2017,Sedan 4 puertas,Volkswagen,Voyage
Tres de febrero,Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Volkswagen
San martin,Buenos Aires,2007,Sedan 4 ptas,Renault,Megane
Avellaneda,Buenos Aires,2015,Sedan 4 puertas,Chevrolet,Sonic
Merlo,Buenos Aires,2009,Sedan 4 ptas,Chevrolet,Vectra
San martin,Buenos Aires,2014,Sedan 4 ptas,Nissan,Sentra
La plata,Buenos Aires,1996,Sedan 4 puertas,Chevrolet,Corsa
Moron,Buenos Aires,2017,Sedan 4 puertas,Chevrolet,Prisma
Esteban echeverria,Buenos Aires,2016,Sedan 4 puertas,Ford,Fiesta
Merlo,Buenos Aires,1996,Sedan 4 puertas,Nissan,Sentra
Esteban echeverria,Buenos Aires,2015,Sedan 4 puertas,Toyota,Corolla
San martin,Buenos Aires,2015,Sedan 4 puertas,Volkswagen,Volkswagen
Ezeiza nº 1 (ex. esteban echeverria no 4),Buenos Aires,1996,Sedan 4 puertas,Chevrolet,Corsa
Ezeiza nº 1 (ex. esteban echeverria no 4),Buenos Aires,2009,Sedan 4 ptas,Volkswagen,Bora
San martin,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Voyage
San vicente,Buenos Aires,2002,Sedan 4 ptas,Toyota,Corolla
Moron,Buenos Aires,2008,Sedan 4 ptas,Volkswagen,Bora
Moron,Buenos Aires,2011,Sedan 4 puertas,Chevrolet,Aveo
La matanza,Buenos Aires,2009,Sedan 4 puertas,Volkswagen,Bora
San fernando,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Bora
Moron,Buenos Aires,2008,Sedan 4 puertas,Honda,Civic
La matanza,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Voyage
Moreno,Buenos Aires,2013,Sedan 4 ptas,Chevrolet,Sonic
San martin,Buenos Aires,2014,Sedan 4 puertas,Toyota,Etios
Lanus,Buenos Aires,2022,Sedan 4 puertas,Chevrolet,Onix
San martin,Buenos Aires,2008,Sedan 4 puertas,Bmw,320
La matanza,Buenos Aires,2007,Sedan 4 ptas,Fiat,Siena
Moron,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Bora
La matanza,Buenos Aires,2009,Sedan 4 ptas,Chevrolet,Corsa
San vicente,Buenos Aires,2006,Sedan 4 ptas,Renault,Megane
San vicente,Buenos Aires,1998,Sedan 4 ptas,Chevrolet,Vectra
Tres de febrero,Buenos Aires,2012,Sedan 4 puertas,Volkswagen,Volkswagen
Moreno,Buenos Aires,2014,Sedan 4 puertas,Chevrolet,Cobalt
Moreno,Buenos Aires,2018,Sedan 4 puertas,Toyota,Etios
San miguel,Buenos Aires,2005,Sedan 4 ptas,Volkswagen,Bora
San miguel,Buenos Aires,2010,Sedan 4 ptas,Chevrolet,Aveo
Merlo,Buenos Aires,2007,Sedan 4 ptas,Peugeot,407
San miguel,Buenos Aires,1999,Sedan 4 puertas,Honda,Civic
San miguel,Buenos Aires,2007,Sedan 4 puertas,Chevrolet,Vectra
Berazategui,Buenos Aires,2009,Sedan 4 ptas,Peugeot,207
Merlo,Buenos Aires,2010,Sedan 4 ptas,Volkswagen,Volkswagen
Moreno,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Voyage
Merlo,Buenos Aires,2016,Sedan 4 puertas,Volkswagen,Polo
La matanza,Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Bora
San miguel,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Voyage
Adrogue,Buenos Aires,2022,Sedan 4 puertas,Chevrolet,Onix
Hurlingham nº 1 (ex. moron nº 4),Buenos Aires,2010,Sedan 4 puertas,Volkswagen,Bora
Moron,Buenos Aires,2014,Sedan 4 puertas,Chevrolet,Prisma
Berazategui,Buenos Aires,2006,Sedan 4 ptas,Ford,Fiesta
Moreno,Buenos Aires,2010,Sedan 4 ptas,Renault,Logan
Mar del plata,Buenos Aires,2005,Sedan 4 ptas,Fiat,Siena
La matanza,Buenos Aires,2010,Sedan 4 ptas,Volkswagen,Volkswagen
Lomas de zamora,Buenos Aires,2005,Sedan 4 ptas,Volkswagen,Bora
Adrogue,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Voyage
La matanza,Buenos Aires,1997,Sedan 4 puertas,Chevrolet,Corsa
La matanza,Buenos Aires,2018,Sedan 4 puertas,Citroen,C-
Lanus,Buenos Aires,2008,Sedan 4 ptas,Ford,Fiesta
Esteban echeverria,Buenos Aires,2007,Sedan 4 ptas,Fiat,Siena
Mar del plata,Buenos Aires,2000,Sedan 4 puertas,Ford,Focus
San miguel,Buenos Aires,2011,Sedan 4 ptas,Honda,City
La matanza,Buenos Aires,2009,Sedan 4 ptas,Peugeot,207
Adrogue,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Voyage
La matanza,Buenos Aires,2007,Sedan 4 ptas,Audi,A6
La matanza,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Bora
La matanza,Buenos Aires,2007,Sedan 4 ptas,Chevrolet,Vectra
Merlo,Buenos Aires,2018,Sedan 4 puertas,Toyota,Etios
Lujan,Buenos Aires,2000,Sedan 4 puertas,Honda,Civic
Pilar,Buenos Aires,2010,Sedan 4 ptas,Chevrolet,Aveo
Moron,Buenos Aires,2006,Sedan 4 ptas,Ford,Mondeo
Moron,Buenos Aires,2011,Sedan 4 puertas,Volkswagen,Bora
Mar del plata,Buenos Aires,2009,Sedan 4 ptas,Ford,Fiesta
La plata,Buenos Aires,2009,Sedan 4 ptas,Chevrolet,Corsa
La matanza,Buenos Aires,2013,Sedan 4 puertas,Volkswagen,Voyage
La matanza,Buenos Aires,2005,Sedan 4 puertas,Ford,Fiesta
Carmen de areco,Buenos Aires,2010,Sedan 4 ptas,Volkswagen,Bora
Adrogue,Buenos Aires,1995,Sedan 4 puertas,Ford,Galaxy
Adrogue,Buenos Aires,2015,Sedan 4 puertas,Volkswagen,Voyage
Adrogue,Buenos Aires,1996,Sedan 4 puertas,Chevrolet,Corsa
Adrogue,Buenos Aires,2009,Sedan 4 ptas,Honda,Civic
La matanza,Buenos Aires,2005,Sedan 4 ptas,Ford,Fiesta
Pilar,Buenos Aires,2008,Sedan 4 ptas,Volkswagen,Volkswagen
La matanza,Buenos Aires,2008,Sedan 4 ptas,Renault,Logan
Esteban echeverria,Buenos Aires,2011,Sedan 4 ptas,Renault,Logan
Esteban echeverria,Buenos Aires,2006,Sedan 4 ptas,Volkswagen,Volkswagen
La matanza,Buenos Aires,2012,Sedan 4 ptas,Volkswagen,Bora
San miguel,Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Passat
Capilla del señor,Buenos Aires,1995,Sedan 4 puertas,Volkswagen,Passat
Capilla del señor,Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Bora
San miguel,Buenos Aires,2010,Sedan 4 ptas,Volkswagen,Volkswagen
Moron,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Volkswagen
La matanza,Buenos Aires,2008,Sedan 4 ptas,Fiat,Siena
San martin,Buenos Aires,2013,Sedan 4 puertas,Chevrolet,Aveo
Moron,Buenos Aires,2006,Sedan 4 ptas,Audi,A4
Moron,Buenos Aires,2018,Sedan 4 puertas,Toyota,Etios
La matanza,Buenos Aires,2010,Sedan 4 ptas,Renault,Logan
Moron,Buenos Aires,2008,Sedan 4 puertas,Volkswagen,Bora
San miguel,Buenos Aires,2012,Sedan 4 puertas,Chevrolet,Cruze
Capital federal,Ciudad Autónoma de Bs.As.,2011,Sedan 4 ptas,Volkswagen,Voyage
Capital federal,Ciudad Autónoma de Bs.As.,2001,Sedan 4 ptas,Honda,Civic
Cordoba,Córdoba,2008,Sedan 4 ptas,Fiat,Siena
Cordoba,Córdoba,2007,Sedan 4 puertas,Ford,Fiesta
Escobar nº 3 (ex. ingeniero maschwitz),Buenos Aires,2014,Sedan 4 puertas,Ford,Fiesta
Jose c. paz,Buenos Aires,2009,Sedan 4 puertas,Chevrolet,Aveo
La matanza,Buenos Aires,2012,Sedan 4 ptas,Renault,Logan
Capital federal,Ciudad Autónoma de Bs.As.,2018,Sedan 4 puertas,Ford,Mondeo
Capital federal,Ciudad Autónoma de Bs.As.,2010,Sedan 4 ptas,Chevrolet,Classic
La matanza,Buenos Aires,2013,Sedan 4 puertas,Ford,Mondeo
Villa carlos paz,Córdoba,2016,Sedan 4 puertas,Bmw,535
Capital federal,Ciudad Autónoma de Bs.As.,2011,Sedan 4 ptas,Renault,Logan
Esteban echeverria,Buenos Aires,2008,Sedan 4 ptas,Chevrolet,Astra
Malvinas argentinas,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Volkswagen
Merlo,Buenos Aires,2012,Sedan 4 ptas,Chevrolet,Aveo
Merlo,Buenos Aires,2010,Sedan 4 ptas,Chevrolet,Classic
Capital federal,Ciudad Autónoma de Bs.As.,2008,Sedan 4 ptas,Chevrolet,Corsa
Merlo,Buenos Aires,2013,Sedan 4 puertas,Fiat,Grand
Capital federal,Ciudad Autónoma de Bs.As.,2006,Sedan 4 ptas,Fiat,Siena
Merlo,Buenos Aires,2017,Sedan 4 puertas,Fiat,Siena
Berazategui,Buenos Aires,2006,Sedan 4 ptas,Fiat,Siena
Merlo,Buenos Aires,2002,Sedan 4 ptas,Toyota,Corolla
Capital federal,Ciudad Autónoma de Bs.As.,2003,Sedan 4 ptas,Toyota,Corolla
Esteban echeverria,Buenos Aires,2018,Sedan 4 puertas,Ford,Ka
La matanza,Buenos Aires,2013,Sedan 4 ptas,Volkswagen,Volkswagen
Capital federal,Ciudad Autónoma de Bs.As.,2017,Sedan 4 puertas,Chevrolet,Prisma
Capital federal,Ciudad Autónoma de Bs.As.,2017,Sedan 4 puertas,Chevrolet,Prisma
Mar del plata,Buenos Aires,2009,Sedan 4 ptas,Volkswagen,Bora
Cordoba,Córdoba,2009,Sedan 4 puertas,Volkswagen,Volkswagen
Mar del plata,Buenos Aires,2001,Sedan 4 ptas,Ford,Mondeo
Villa carlos paz,Córdoba,1994,Sedan 4 ptas,Toyota,Corona
Cordoba,Córdoba,2013,Sedan 4 ptas,Peugeot,207
Berisso,Buenos Aires,2006,Sedan 4 ptas,Fiat,Siena
La matanza,Buenos Aires,2018,Sedan 4 puertas,Chevrolet,Prisma
Capital federal,Ciudad Autónoma de Bs.As.,2018,Sedan 4 puertas,Toyota,Corolla
Capital federal,Ciudad Autónoma de Bs.As.,2006,Sedan 4 ptas,Peugeot,407
Capital federal,Ciudad Autónoma de Bs.As.,2014,Sedan 4 puertas,Peugeot,207
Capital federal,Ciudad Autónoma de Bs.As.,2013,Sedan 4 puertas,Chevrolet,Prisma
Jose c. paz,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Voyage
Ensenada,Buenos Aires,2011,Sedan 4 ptas,Chevrolet,Aveo
Jose c. paz,Buenos Aires,1997,Sedan 4 puertas,Chevrolet,Corsa
Capital federal,Ciudad Autónoma de Bs.As.,2004,Sedan 4 puertas,Volkswagen,Passat
Lomas de zamora,Buenos Aires,2013,Sedan 4 ptas,Toyota,Corolla
Jose c. paz,Buenos Aires,2012,Sedan 4 ptas,Chevrolet,Aveo
Capital federal,Ciudad Autónoma de Bs.As.,2010,Sedan 4 puertas,Mercedes benz,C
Lomas de zamora,Buenos Aires,2012,Sedan 4 puertas,Volkswagen,Voyage
Capital federal,Ciudad Autónoma de Bs.As.,2014,Sedan 4 puertas,Toyota,Etios
San clemente del tuyu,Buenos Aires,2006,Sedan 4 ptas,Fiat,Siena
Lomas de zamora,Buenos Aires,2006,Sedan 4 ptas,Renault,Megane
Berazategui,Buenos Aires,2008,Sedan 4 ptas,Fiat,Siena
Capital federal,Ciudad Autónoma de Bs.As.,2014,Sedan 4 puertas,Chevrolet,Cobalt
San clemente del tuyu,Buenos Aires,2008,Sedan 4 ptas,Volkswagen,Bora
Jose c. paz,Buenos Aires,2011,Sedan 4 ptas,Peugeot,207
Capital federal,Ciudad Autónoma de Bs.As.,2009,Sedan 4 ptas,Chevrolet,Aveo
San cosme,Corrientes,2014,Sedan 4 puertas,Toyota,Corolla
Capital federal,Ciudad Autónoma de Bs.As.,2005,Sedan 4 ptas,Renault,Clio
San fernando,Buenos Aires,2009,Sedan 4 ptas,Toyota,Corolla
Moreno,Buenos Aires,2003,Sedan 4 ptas,Fiat,Siena
Capital federal,Ciudad Autónoma de Bs.As.,2013,Sedan 4 puertas,Chevrolet,Prisma
Adrogue,Buenos Aires,2018,Sedan 4 puertas,Chevrolet,Prisma
Tres isletas,Chaco,2012,Sedan 4 ptas,Renault,Logan
La matanza,Buenos Aires,2012,Sedan 4 ptas,Chevrolet,Aveo
Adrogue,Buenos Aires,2005,Sedan 4 puertas,Fiat,Siena
Adrogue,Buenos Aires,2010,Sedan 4 ptas,Volkswagen,Voyage
Resistencia,Chaco,2015,Sedan 4 puertas,Ford,Mondeo
Lomas de zamora,Buenos Aires,2012,Sedan 4 puertas,Volkswagen,Voyage
Capital federal,Ciudad Autónoma de Bs.As.,2006,Sedan 4 ptas,Fiat,Siena
Capital federal,Ciudad Autónoma de Bs.As.,2010,Sedan 4 ptas,Fiat,Linea
Capital federal,Ciudad Autónoma de Bs.As.,2007,Sedan 4 ptas,Volkswagen,Bora
Cordoba,Córdoba,2005,Sedan 4 ptas,Toyota,Corolla
Cordoba,Córdoba,2008,Sedan 4 puertas,Ford,Mondeo
Capital federal,Ciudad Autónoma de Bs.As.,2011,Sedan 4 ptas,Chevrolet,Aveo
Capital federal,Ciudad Autónoma de Bs.As.,2013,Sedan 4 puertas,Chevrolet,Aveo
Jose c. paz,Buenos Aires,2011,Sedan 4 puertas,Chevrolet,Cruze
Cordoba,Córdoba,2008,Sedan 4 ptas,Toyota,Corolla
Cordoba,Córdoba,2005,Sedan 4 puertas,Toyota,Corolla
Cordoba,Córdoba,2011,Sedan 4 ptas,Volkswagen,Bora
Capital federal,Ciudad Autónoma de Bs.As.,2008,Sedan 4 ptas,Volkswagen,Bora
Jose c. paz,Buenos Aires,1999,Sedan 4 ptas,Chevrolet,Astra
Villa gesell,Buenos Aires,2007,Sedan 4 ptas,Volkswagen,Bora
Capital federal,Ciudad Autónoma de Bs.As.,2014,Sedan 4 puertas,Volkswagen,Voyage
Capital federal,Ciudad Autónoma de Bs.As.,2008,Sedan 4 ptas,Fiat,Sien
Cordoba,Córdoba,2016,Sedan 4 puertas,Fiat,Siena
Cordoba,Córdoba,1998,Sedan 4 ptas,Chevrolet,Vectra
Jose c. paz,Buenos Aires,2009,Sedan 4 ptas,Volkswagen,Voyage
Jose c. paz,Buenos Aires,2008,Sedan 4 ptas,Volkswagen,Bora
Jesus maria,Córdoba,2009,Sedan 4 ptas,Chevrolet,Aveo
Jesus maria,Córdoba,2007,Sedan 4 puertas,Toyota,Camry
Capital federal,Ciudad Autónoma de Bs.As.,2009,Sedan 4 ptas,Ford,Mondeo
Jesus maria,Córdoba,2007,Sedan 4 ptas,Volkswagen,Bora
Capital federal,Ciudad Autónoma de Bs.As.,2023,Sedan 4 puertas,Toyota,Corolla
Capital federal,Ciudad Autónoma de Bs.As.,2013,Sedan 4 puertas,Audi,S4
Lomas de zamora,Buenos Aires,2011,Sedan 4 ptas,Chevrolet,Aveo
Lomas de zamora,Buenos Aires,2008,Sedan 4 puertas,Fiat,Siena
Jose c. paz,Buenos Aires,2011,Sedan 4 ptas,Volkswagen,Volkswagen
Marcos paz,Buenos Aires,2016,Sedan 4 puertas,Fiat,Siena
